feature1,feature2,label
4.281789617318146,7.536387857914466,3
-2.6967190862667616,7.61187429134446,0
-9.123984283365154,4.5326497194360975,1
-10.290053934259245,6.357020035233979,1
-2.5253108981838768,6.5174997349482355,2
-4.2547774119043575,7.685081050940124,0
-2.616496293439249,8.879995216537097,2
-2.2401356339309904,7.221784443167351,2
-2.3277598045377528,7.370421125379368,2
-3.1790175859384284,7.281500334880945,0
-3.1694001221099626,8.352054074000629,0
-10.472684100806745,6.567903686847648,1
-2.9241169808364837,8.619068093778896,0
-11.79344658982204,3.680816348182171,1
8.039287280328496,8.192777845584937,3
-8.145371242697232,5.835803273126503,1
-3.1736936176096027,5.451393600495635,0
-3.570067839683813,5.858008878388877,2
-10.216741767112618,5.2823887708566994,1
-2.8096682691550625,7.037764407061473,0
5.327644171404683,9.744818616664961,3
-1.7705639433098614,7.206272011717665,2
-3.4500565216820682,8.057934146448721,2
-8.348638249372398,7.452183538973745,1
6.149821504868108,8.556660981485015,3
-3.1425449149922127,8.459660081186348,2
-8.856472427811681,4.43776663419377,1
-9.736390572322252,4.754260960294259,1
-1.1224487894497024,7.854727303945179,2
-4.482261323836734,7.546226479273389,0
6.523536728674527,8.772226225317773,3
-2.2982914036186246,6.41992218043351,0
-10.758118774252546,3.433606445315121,1
-1.4460773307703536,9.32554577885813,2
7.880038210892855,9.95253233293371,3
-4.115047635467239,8.70585594700106,2
-2.189751722291619,8.693915220943405,2
-10.66061762101673,5.028072734341363,1
-5.059065541070849,7.2781799115810895,0
6.795419827450166,10.169515327685684,3
6.223081401649985,8.857165524498532,3
-3.4697382851011946,8.164505542109454,0
-8.66662827100879,5.878733867225249,1
-2.7617539630362877,7.585530177278595,0
-9.873885434698568,6.52470784255256,1
-1.1218274268932134,7.789481144874935,2
-1.3450517541008815,8.057488105925739,2
-2.573737440096093,6.347521710104147,2
-10.68964182550072,5.921470126578185,1
-4.49181476968649,7.84318806424298,0
-3.613627725353953,6.706407107536903,0
4.818863074006444,9.641708592133957,3
-3.8464334471157664,6.414368749240834,0
-8.87486482370762,6.066639102272577,1
-2.750860375278621,7.954279454460306,2
-4.324338689972942,6.882452274102502,0
6.324354898803525,9.54874193377628,3
7.069473897466246,9.487593206599923,3
-1.3530664141434825,7.351244275073554,2
-9.701005905133307,5.50470669034984,1
-9.261486230214048,6.021734546064264,1
-2.435367076977616,6.1369055547868205,2
-3.8074359052843656,7.7113181052532465,0
-3.734306710793457,6.847505950985529,0
8.192128459829322,11.11259325600782,3
6.793667480187729,10.361992498143442,3
-2.631987198982807,7.9583294869459,2
-3.435316237105085,8.952890010858503,0
-2.54726392861283,8.764192831310147,0
9.765939811701855,9.26491398880173,3
-4.552192512877351,9.485587101474753,0
7.246701037236907,9.471482518037654,3
