feature1,feature2,label
1.9601538611459632,-7.351056537973722,3
-2.096182124264863,-3.8542280038851837,4
-4.439496919586535,-12.524535295650647,0
0.519032453535168,-7.800262491395624,3
-4.158866295531524,-8.343550217448293,0
-4.321436364429316,-9.90838535604471,0
-2.5738647895411026,-6.17817695065601,4
-2.4307792876091767,-6.0036401649986315,4
-8.856060989053258,4.451021608995795,1
1.2813459182986608,-1.6960894605074406,2
1.8013643917616786,-2.3860608076811136,2
1.7342703344466734,-3.4029992643392983,2
-8.761505381865092,4.949329286135618,1
-0.42073685951436335,-9.133460295867751,3
-4.539004540569467,-10.561547092641185,0
-1.4481970719706536,-4.226278488725801,4
-3.349131936874599,-6.022768933246192,4
-3.340661903077688,-5.440043762489811,4
0.02367750979880695,-8.350039068075713,3
-1.5584306323468005,-5.751021460325076,4
1.658665087673116,-3.595362620594256,2
1.0123997838147778,-10.507991992559596,3
1.1015771534137548,-9.494944728095486,3
-2.792389672704497,-9.44649572859798,0
0.640382209565916,-0.9976157536094097,2
-2.6143433526302555,-7.687184642335941,4
0.5001753309531152,-2.7408942617848364,2
-8.56438001692557,4.9830104815299885,1
-2.4475439874779172,-4.449910551651817,4
-3.688151019842342,-8.083198417828626,0
-5.119055205115551,-9.3069850293852,0
-9.653951127546357,4.970263891559132,1
3.3272022339424927,-3.0134054043484104,2
2.6822783157951076,-3.639687098914839,2
-5.563700419684534,-9.656183146697803,0
-5.027988700351431,-9.523740819845395,0
-5.903549036232285,4.62172242163747,1
1.1551427958049632,-1.379648823777833,2
-0.5632346449554628,-5.171006990488456,4
2.867542691576245,-3.700922479899106,2
-5.654560311050045,-7.57537812673511,0
1.2081899553303512,-2.097666653456475,2
-10.483925080015464,4.990495838479073,1
0.6226909711320019,-9.674419390791522,3
-3.967774367960353,-10.131088808000232,0
2.065435400024354,-2.398266858732992,2
-0.23531027704525487,-9.042702971611154,3
-0.5552751742162264,-7.532565914102658,3
-9.380464201804614,4.509720706240871,1
-9.467698004682468,5.2234077206092335,1
1.9589294720302002,-3.2008727828837253,2
-8.637704085913759,6.571773571652465,1
0.6994588665666641,-8.387178055256543,3
3.1306989015057916,-2.9999549572963033,2
3.157887429382858,-2.550071106548696,2
-1.1152596097521155,-4.491380044378476,4
-3.840205110081161,-8.152623796642743,0
1.1112199237854503,-3.1188428288183028,2
-9.404851250300899,5.558711487672844,1
-9.139406014760576,4.800751410374592,1
1.9047927434292893,-8.62647426759502,3
1.8998410929166851,-9.748169690511713,3
-9.147050635678584,2.7069760767882958,1
-3.959360200560295,-9.900912907891293,0
-0.6569479478915999,-9.430028750675971,3
-7.675648847070523,5.3305253130082075,1
-4.244167712120572,-5.1145302215834665,4
0.6547721384640202,-7.444864771275637,3
-4.512151604535215,-8.60829976988146,0
-2.9305201375677363,-4.413093125552171,4
0.3045727518918908,-1.8130244243545088,2
-1.854849554408305,-3.547596398457305,4
-2.718728121427779,-7.863100151737686,3
1.5160362462814339,-2.992945362026297,2
-10.111301743914629,5.674899391320567,1
-0.32850496390735806,-7.426522644164898,3
3.720581559754624,-6.625080664910147,2
-3.605306863561223,-8.090499884875445,0
0.841085461589582,-11.019241494704394,3
-8.754868251290413,4.603138548131486,1
2.0616114128780367,-3.129813765471077,2
-5.064311097630707,-10.418280908707498,0
-4.283432907949947,-9.636707607873074,0
-1.8159290724937667,-10.041266518691478,3
-0.1189470162281438,-9.320250331603285,3
-10.939677569917125,4.854769582792031,1
-1.0712853317108926,-8.769666677367452,3
-3.7210588892275496,-5.07259783173027,4
2.3386636755555754,-1.2886339157704927,2
-0.8441917051304413,-5.075778659224848,4
-2.9884395558001158,-11.3459678863761,0
-1.1063392216093715,-11.328703167618366,3
-4.891972934790377,-9.582194180126308,0
0.10386981321802025,-10.041102058206517,3
0.5774249559854414,-9.641598594827565,3
-1.5032716314187524,-5.371796692724009,4
1.9986322376855077,-2.0900496976485106,2
-9.13478760993447,4.898723917194326,1
0.5852808726089749,-9.995674942586543,3
-8.604017867859842,4.632933315006625,1
-3.0600074734798843,-5.163254732824738,4
-7.415065633246016,5.026383225045749,1
1.8313463496272866,-2.392881388586361,2
-4.086948423046974,-6.269815921792008,4
-2.804244926819021,-4.420986093209343,4
-2.5012167401339283,-4.883271269768788,4
-3.441120764432531,-9.667433707690819,0
-9.487992960370185,5.2586706294404575,1
2.833275710003005,-3.1524765939460955,2
-3.322090617654272,-9.432902031973759,0
-2.7680860031612102,-4.861995886821112,4
-9.68684642399013,3.9985668033787904,1
-2.7653788702673325,-6.620719090074445,4
-4.529406311576763,-10.84444860760695,0
0.15734615680038233,-9.559752639038907,3
-3.8663459231520494,-12.380545671718377,0
-4.422898000864006,-9.354663340182418,0
-3.919613142556039,-6.962643097062882,4
-8.556883235992627,4.257263102306066,1
-10.128919624640334,4.606695921498402,1
-4.057697418460473,-3.1811056092833514,4
1.6441408759166336,-8.789636246384022,3
-0.6280944145420521,-8.095609023761986,3
-9.414107621050904,6.123434210616455,1
-9.299686515419461,4.400168277595458,1
-1.2981592821567451,-4.358467665930386,4
2.3312919557645055,-3.3349482538249124,2
0.5059615111613351,-9.19723541876439,3
-9.798954201746003,7.629778822364742,1
-3.7198140446118604,-9.543178139964013,0
1.876769234691006,-2.5030847038345616,2
2.4463557231534776,-8.798464437205462,3
-3.318111699145751,-4.873228114584875,4
-10.306080514515934,3.869352392344511,1
